score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS000738,0.9166666666666666,44,48,0,0,Vitiligo,EFO_0004208
PGS000739,1.0,27,27,0,0,Hypertrophic cardiomyopathy,EFO_0000538
PGS000740,0.890625,114,128,0,0,Lung cancer,EFO_0001071
PGS000741,0.4782608695652174,22,46,0,0,Prostate cancer,EFO_0001663
PGS000742,0.8554216867469879,142,166,0,0,Prostate cancer,EFO_0001663
PGS000743,0.9777777777777777,44,45,0,0,Melanoma,EFO_0000756
PGS000744,0.967741935483871,30,31,0,0,Melanoma ,EFO_0000756
PGS000745,1.0,9,9,0,0,Melanoma,EFO_0000756
PGS000746,1.0,1940,1940,0,0,Coronary artery disease,EFO_0001645
PGS000747,1.0,375822,375822,0,0,Coronary artery disease,EFO_0001645
PGS000748,1.0,3423987,3423987,0,0,Coronary artery disease,EFO_0001645
PGS000749,1.0,1056021,1056021,0,0,Coronary artery disease,EFO_0001645
PGS000750,0.9767441860465116,42,43,0,0,Parkinson's disease,MONDO_0005180
PGS000751,0.5730337078651685,102,178,0,0,Prostate cancer,EFO_0001663
PGS000752,0.9384937969596365,10742,11446,0,0,Lipoprotein(a) concentration [nmol/L],EFO_0006925
PGS000753,0.896551724137931,26,29,0,0,Abdominal aortic aneurysm,EFO_0004214
PGS000754,0.8036154506203947,236009,293684,0,0,Systemic lupus erythrmatosus,MONDO_0007915
PGS000755,0.8571428571428571,12,14,0,0,Serum uric acid levels,EFO_0004761
PGS000756,0.90625,29,32,0,0,Narcolepsy,MONDO_0016158
PGS000757,0.6,3,5,0,0,Narcolepsy,MONDO_0016158
PGS000758,0.9953739171430255,33781,33938,0,0,Adult standing height,EFO_0004339
PGS000759,0.8571428571428571,120,140,0,0,Hypothyroidism,EFO_0004705
PGS000760,0.9523809523809523,40,42,0,0,Vitiligo,EFO_0004208
PGS000761,0.9998517708832546,1099486,1099649,0,0,Hypothyroidism,EFO_0004705
PGS000762,0.77732369798156,77985,100325,0,0,Hearing difficulties,EFO_0005782
PGS000763,0.7412177985948478,3165,4270,0,0,Hearing aid use,EFO_0005782
PGS000764,0.5652173913043478,13,23,0,0,Primary-open angle glaucoma,EFO_0004190
PGS000765,1.0,95,95,0,0,Colorectal cancer,EFO_0005842
PGS000766,0.5178571428571429,29,56,0,0,Cutaneous melanoma,EFO_0000389
PGS000767,0.5714285714285714,8,14,0,0,Depression,EFO_0003761
PGS000768,1.0,68,68,0,0,QT-interval,EFO_0004682
PGS000769,0.875,14,16,0,0,Response to bronchodilator (albutamol),GO_0097366
PGS000771,0.9894736842105263,94,95,0,0,Systemic lupus erythematosus,MONDO_0007915
PGS000772,0.9894736842105263,94,95,0,0,Systemic lupus erythematosus,MONDO_0007915
PGS000773,0.8659217877094972,155,179,0,0,Breast cancer,EFO_0000305
PGS000774,0.8659217877094972,155,179,0,0,Estrogen receptor positive breast cancer,EFO_1000649
PGS000775,0.8659217877094972,155,179,0,0,Estrogen receptor negative breast cancer,EFO_1000650
PGS000776,0.0,0,9,0,0,Cirrhosis,EFO_0001422
PGS000777,1.0,3,3,0,0,Parkinsons disease dementia,EFO_0007710
PGS000778,1.0,20,20,0,0,Hypertrophic cardiomyopathy,EFO_0000538
PGS000779,1.0,7,7,0,0,Alzheimer's disease,MONDO_0004975
PGS000780,0.9037037037037037,122,135,0,0,Allergic diseases,MONDO_0005271
PGS000781,0.4,2,5,0,0,Glioma,EFO_0003833
PGS000782,0.9333333333333333,14,15,0,0,Bladder cancer,MONDO_0004986
PGS000783,0.8765432098765432,142,162,0,0,Breast cancer,EFO_0000305
PGS000784,0.8,8,10,0,0,Cervical cancer,EFO_0001061
PGS000785,0.970873786407767,100,103,0,0,Colorectal cancer,EFO_0005842
PGS000786,0.8888888888888888,8,9,0,0,Endometrial cancer,EFO_1001512
PGS000787,0.8421052631578947,16,19,0,0,Kidney cancer,EFO_0000681
PGS000788,0.88,66,75,0,0,Lymphocytic leukemiaaa,EFO_0004289
PGS000789,0.7981651376146789,87,109,0,0,Lung cancer,EFO_0001071
PGS000790,0.9166666666666666,22,24,0,0,Melanoma,EFO_0000756
PGS000791,0.9473684210526315,18,19,0,0,Non-Hodgkin's lymphoma,EFO_0005952
PGS000792,0.6428571428571429,9,14,0,0,Oral cavity and pharyngeal cancers,EFO_0005577
PGS000793,0.7777777777777778,28,36,0,0,Ovarian cancer,EFO_0001075
PGS000794,1.0,22,22,0,0,Pancreatic cancer,EFO_0002618
PGS000795,0.8819875776397516,142,161,0,0,Prostate cancer,EFO_0001663
PGS000796,0.9230769230769231,48,52,0,0,Testicular cancer,EFO_0005088
PGS000797,0.9166666666666666,11,12,0,0,Thyroid cancer,EFO_0002892
PGS000798,0.9490445859872612,149,157,0,0,Coronary heart disease,EFO_0001645
PGS000799,0.6363636363636364,14,22,0,0,Asthma,MONDO_0004979
PGS000800,0.706766917293233,94,133,0,0,Allergic disease,MONDO_0005271
PGS000801,1.0,40,40,0,0,Colorectal cancer,EFO_0005842
PGS000802,0.0,0,19,0,0,Colorectal cancer,EFO_0005842
PGS000803,1.0,41,41,0,0,Systemic lupus erythematosus,MONDO_0007915
PGS000804,0.9879725085910653,575,582,0,0,Type 2 diabetes,MONDO_0005148
PGS000805,0.9879725085910653,575,582,0,0,Type 2 diabetes,MONDO_0005148
PGS000806,0.9879725085910653,575,582,0,0,Type 2 diabetes,MONDO_0005148
PGS000807,0.9879725085910653,575,582,0,0,Type 2 diabetes,MONDO_0005148
PGS000808,0.9879725085910653,575,582,0,0,Type 2 diabetes,MONDO_0005148
PGS000809,0.5748031496062992,73,127,0,0,Multiple sclerosis,MONDO_0005301
PGS000810,0.9044117647058824,123,136,0,0,Allergic disease (asthma  hay fever or eczema),MONDO_0005271
PGS000811,0.46153846153846156,18,39,0,0,Alzheimer's disease,MONDO_0004975
PGS000812,0.7368421052631579,42,57,0,0,Alzheimer's disease,MONDO_0004975
PGS000813,0.9782608695652174,45,46,0,0,melanoma,EFO_0000756
PGS000815,0.906896551724138,263,290,0,0,Alkaline phosphatase,EFO_0004533
PGS000816,0.94,141,150,0,0,Alanine transaminase,EFO_0004735
PGS000817,0.93,186,200,0,0,Gamma-glutamyl transferase,EFO_0004532
PGS000818,1.0,138,138,0,0,Coronary heart disease,EFO_0001645
PGS000819,0.9167359636215012,3243333,3537914,0,0,Diabetic retinopathy,EFO_0003770
PGS000820,1.0,890908,890908,0,0,Hypothyroidism (self-reported),EFO_0004705
PGS000821,1.0,872391,872391,0,0,Thyroid medication use,EFO_0009933
PGS000822,1.0,59,59,0,0,Urinary albumin to creatinine ratio,EFO_0007778
PGS000823,0.9130434782608695,21,23,0,0,Alzheimer's disease,MONDO_0004975
PGS000824,0.9888751545117429,800,809,0,0,Low-density lipoprotein cholesterol,EFO_0004611
PGS000825,0.9932049830124575,877,883,0,0,High-density lipoprotein cholesterol,EFO_0004612
PGS000826,0.9804941482444733,754,769,0,0,Triglycerides,EFO_0004530
PGS000827,1.0,113,113,0,0,Waist circumference (male),EFO_0004342
PGS000828,0.9932885906040269,148,149,0,0,Waist circumference (female),EFO_0004342
PGS000829,0.993103448275862,288,290,0,0,Body mass index (male),EFO_0004340
PGS000830,0.9946236559139785,370,372,0,0,Body mass index (female),EFO_0004340
PGS000831,0.9854651162790697,1017,1032,0,0,Total cholesterol,EFO_0004574
PGS000832,0.8125,312,384,0,0,Type 2 diabetes,MONDO_0005148
PGS000834,0.7772727272727272,171,220,0,0,Corrected insulin response (at 30mins during OGTT),EFO_0008473
PGS000835,0.7962382445141066,254,319,0,0,Insulin secretion rate,EFO_0008001
PGS000836,0.7713004484304933,172,223,0,0,Fasting Insulin,EFO_0004466
PGS000837,0.7625570776255708,167,219,0,0,Insulin sensitivity index,EFO_0004471
PGS000838,0.7589285714285714,170,224,0,0,Fasting Glucose,EFO_0004465
PGS000839,0.7534246575342466,165,219,0,0,Two hour glucose during OGTT,EFO_0004307
PGS000840,0.757847533632287,169,223,0,0,Fasting Proinsulin,EFO_0010814
PGS000841,0.7950819672131147,97,122,0,0,Body mass index,EFO_0004340
PGS000842,0.8205128205128205,32,39,0,0,Waist-hip ratio,EFO_0004343
PGS000843,0.8095238095238095,51,63,0,0,WHR adjusted for BMI,EFO_0007788
PGS000844,0.806949806949807,418,518,0,0,Predicted visceral adipose tissue,EFO_0004765
PGS000845,0.7887788778877888,239,303,0,0,High density lipoprotein (HDL),EFO_0004612
PGS000846,0.8363636363636363,230,275,0,0,Low density lipoprotein (LDL),EFO_0004611
PGS000847,0.7910447761194029,159,201,0,0,Triglycerides (TG),EFO_0004530
PGS000848,0.8333333333333334,5,6,0,0,Type 2 diabetes (based on SNPs associated with adiposity),MONDO_0005148
PGS000849,1.0,3,3,0,0,Type 2 diabetes (based on SNPs associated with impaired lipids),MONDO_0005148
PGS000850,0.875,14,16,0,0,Type 2 diabetes (based on SNPs associated with insulin action),MONDO_0005148
PGS000851,0.7567567567567568,28,37,0,0,Type 2 diabetes (based on SNPs associated with insulin action/secretion),MONDO_0005148
PGS000852,0.875,7,8,0,0,Type 2 diabetes (based on SNPs associated with insulin secretion),MONDO_0005148
PGS000853,0.7142857142857143,15,21,0,0,Type 2 diabetes (based on SNPs associated with insulin secretion),MONDO_0005148
PGS000854,0.7407407407407407,20,27,0,0,Type 2 diabetes (based on SNPs associated with beta cell function),MONDO_0005148
PGS000855,0.8888888888888888,16,18,0,0,Type 2 diabetes (based on SNPs associated with lipodystrophy),MONDO_0005148
PGS000856,1.0,3,3,0,0,Type 2 diabetes (based on SNPs associated with liver lipids),MONDO_0005148
PGS000857,1.0,4,4,0,0,Type 2 diabetes (based on SNPs associated with obesity),MONDO_0005148
PGS000858,0.8333333333333334,5,6,0,0,Type 2 diabetes (based on SNPs associated with proinsulin levels),MONDO_0005148
PGS000859,0.9411764705882353,32,34,0,0,Chronic kidney disease,EFO_0003884
PGS000860,0.7936,496,625,0,0,Estimated glomerular filtration rate,EFO_0005208
PGS000861,0.7849462365591398,73,93,0,0,Urine Albumin-to-Creatinine ratio,EFO_0007778
PGS000862,0.43333333333333335,13,30,0,0,Diabetic Retinopathy,EFO_0003770
PGS000863,0.793939393939394,262,330,0,0,Cardiovascular disease,EFO_0000319
PGS000865,0.75,3,4,0,0,Hepatic fat content,EFO_0010821
PGS000866,0.75,3,4,0,0,Hepatic fat content,EFO_0010821
PGS000867,0.3,3,10,0,0,Allergy,MONDO_0005271
PGS000868,0.995475113122172,220,221,0,0,Type II diabetes,MONDO_0005148
PGS000869,0.9791666666666666,47,48,0,0,Type I diabetes,MONDO_0005147
PGS000870,1.0,18,18,0,0,Cystic fibrosis related diabetes,EFO_0009518
PGS000871,0.9285714285714286,13,14,0,0,Insulin secretion,EFO_0008001
PGS000872,0.6,3,5,0,0,Non-alcoholic fatty liver disease,EFO_0003095
PGS000874,0.8048780487804879,33,41,0,0,Chronic lymphocytic leukemia,EFO_0000095
PGS000875,0.9722222222222222,35,36,0,0,Low-density lipoprotein cholesterol,EFO_0004611
PGS000876,0.8064516129032258,25,31,0,0,Alzheimer's disease,MONDO_0004975
PGS000877,1.0,53,53,0,0,Insulin resistance,EFO_0002614
PGS000878,0.25,1,4,0,0,Prostate cancer,EFO_0001663
PGS000879,1.0,146,146,0,0,Intraocular pressure,EFO_0004695
PGS000880,0.8888888888888888,16,18,0,0,Lung cancer,EFO_0001071
PGS000881,0.7222222222222222,52,72,0,0,Prostate cancer,EFO_0001663
PGS000882,0.9998931165212626,1094533,1094650,0,0,25-hydroxyvitamin D,EFO_0004631
PGS000883,0.9989124704516124,1476054,1477661,0,0,Estimated glomerular filtration rate,EFO_0005208
PGS000884,0.9985515209030518,39984,40042,0,0,Estimated glomerular filtration rate,EFO_0005208
PGS000885,0.9979452054794521,1457,1460,0,0,Estimated glomerular filtration rate,EFO_0005208
PGS000886,0.9700797992011899,1185746,1222318,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000887,0.6779661016949152,200,295,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000888,0.977684508515281,1211531,1239184,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000889,0.8941058941058941,8055,9009,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000890,0.9989088167220194,1028035,1029158,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000891,0.9545454545454546,63,66,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000892,0.9999919586208499,1119202,1119211,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000893,0.9703335175971992,5266,5427,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000894,0.9940863988023086,1168643,1175595,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000895,0.9473684210526315,72,76,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000896,0.9992927671349433,1099284,1100062,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000897,0.9230769230769231,12,13,0,0,Low density lipoprotein (LDL) cholesterol,EFO_0004611
PGS000898,0.975,39,40,0,0,Alzheimer's disease,MONDO_0004975
PGS000899,0.9545454545454546,168,176,0,0,Coronary heart disease,EFO_0001645
PGS000900,0.9998888589273611,1097582,1097704,0,0,Systolic blood pressure (female),EFO_0006335
PGS000901,0.9998888589273611,1097582,1097704,0,0,Systolic blood pressure (male),EFO_0006335
PGS000902,0.7888888888888889,71,90,0,0,Parkinson's disease,MONDO_0005180
PGS000903,0.8354570637119113,1508,1805,0,0,Parkinson's disease,MONDO_0005180
PGS000906,1.0,330,330,0,0,Longevity,EFO_0004300
PGS000907,1.0,1773528,1773528,0,0,Major depressive disorder,MONDO_0002009
PGS000908,0.9999996359641236,2746981,2746982,0,0,Insomnia,EFO_0004698
PGS000909,0.9999989518449625,2862169,2862172,0,0,Headache,HP_0002315
PGS000910,1.0,735440,735440,0,0,Body mass index,EFO_0004340
PGS000911,0.9937656917162806,527623,530933,0,0,Ischemic stroke,HP_0002140
PGS000912,0.9998888589273611,1097582,1097704,0,0,Diastolic blood pressure,EFO_0006336
PGS000913,0.9998888589273611,1097582,1097704,0,0,Systolic blood pressure,EFO_0006335
PGS000914,0.6666666666666666,4,6,0,0,Abnormal electrocardiogram,HP_0003115
PGS000921,1.0,1947711,1947711,0,0,Body mass index,EFO_0004340
PGS000922,0.75,9,12,0,0,Sarcoidosis,MONDO_0019338
PGS000923,0.6363636363636364,14,22,0,0,Sarcoidosis (time-to-event),MONDO_0019338
PGS000924,1.0,5,5,0,0,Disorders of porphyrin and bilirubin metabolism (time-to-event),MONDO_0037821
PGS000925,0.8532338308457711,343,402,0,0,Unspecified acute lower respiratory infection (time-to-event),MONDO_0024355
PGS000926,0.9253695755841679,3881,4194,0,0,Daytime dozing / sleeping (narcolepsy),MONDO_0021107
PGS000927,0.8966942148760331,217,242,0,0,Other dermatitis (time-to-event),MONDO_0002406
PGS000928,0.9176470588235294,156,170,0,0,Other non-toxic goitre (time-to-event),MONDO_0001658
PGS000929,0.6666666666666666,4,6,0,0,All cause dementia (algorithmically-defined),MONDO_0001627
PGS000930,0.8220338983050848,97,118,0,0,Blood clot (diagnosed by doctor),MONDO_0000831
PGS000931,0.8576779026217228,458,534,0,0,Blood clot or deep vein thrombosis (diagnosed by doctor),MONDO_0000831
PGS000932,0.8108108108108109,90,111,0,0,Other intervertebral disk disorders (time-to-event),MONDO_0000812
PGS000933,0.8290993071593533,359,433,0,0,Nasal polyp (time-to-event),HP_0100582
PGS000934,0.7984496124031008,103,129,0,0,Nasal polyps,HP_0100582
PGS000935,0.9162162162162162,339,370,0,0,High blood pressure  age at diagnosis,HP_0032263
PGS000936,0.9213295473525973,5516,5987,0,0,High cholesterol,HP_0003124
PGS000937,0.9273914713791779,2414,2603,0,0,Varicose veins,HP_0002619
PGS000938,0.9168942645337496,2350,2563,0,0,Varicose veins of lower extremities (time-to-event),HP_0002619
PGS000939,0.9059929494712103,2313,2553,0,0,Hiatus hernia,HP_0002036
PGS000940,0.8893905191873589,394,443,0,0,Intestinal malabsorption (time-to-event),HP_0002024
PGS000941,0.0,0,1,0,0,Iridocyclitis (time-to-event),HP_0001094
PGS000942,0.8925831202046036,349,391,0,0,Cholecystitis,HP_0001082
PGS000943,1.0,5,5,0,0,Cholecystitis (time-to-event),HP_0001082
PGS000944,0.8896321070234113,532,598,0,0,Eczema  dermatitis,HP_0000964
PGS000945,0.8076923076923077,21,26,0,0,Dementia in alzheimer's disease (time-to-event),HP_0000726
PGS000946,0.7777777777777778,7,9,0,0,Unspecified dementia (time-to-event),HP_0000726
PGS000947,0.9089805825242718,1498,1648,0,0,Mouth ulcers,HP_0000155
PGS000948,0.8678251711427067,1648,1899,0,0,Inguinal hernia,HP_0000023
PGS000949,0.8988654781199352,2773,3085,0,0,Inguinal hernia (time-to-event),HP_0000023
PGS000950,0.7928994082840237,134,169,0,0,Skin changes due to chronic exposure to nonionising radiation (time-to-event),GO_0009314
PGS000951,0.9386967601019294,12893,13735,0,0,Heel Broadband ultrasound attenuation  direct entry,EFO_0004514
PGS000952,0.9401858710083153,13455,14311,0,0,Heel quantitative ultrasound index (QUI)  direct entry,EFO_0004514
PGS000953,0.9306711758584808,7155,7688,0,0,Left heel broadband ultrasound attenuation,EFO_0004514
PGS000954,0.9298964624676446,8622,9272,0,0,Left heel quantitative ultrasound index (QUI)  direct entry,EFO_0004514
PGS000955,0.9308247276842552,6580,7069,0,0,Right heel broadband ultrasound attenuation,EFO_0004514
PGS000956,0.931529315293153,9088,9756,0,0,Right heel quantitative ultrasound index (QUI)  direct entry,EFO_0004514
PGS000957,0.9387194040439872,10585,11276,0,0,Essential (primary hypertension) (time-to-event),MONDO_0001134
PGS000958,0.936595744680851,8804,9400,0,0,Essential hypertension,MONDO_0001134
PGS000959,0.5625,9,16,0,0,Connective tissue disorder,EFO_1001986
PGS000960,0.759493670886076,60,79,0,0,Other systemic involvement of connective tissue (time-to-event),EFO_1001986
PGS000961,0.8775153105861767,1003,1143,0,0,Phlebitis and thrombophlebitis (time-to-event),EFO_1001395
PGS000962,0.8957564575645757,1942,2168,0,0,Chronic ischaemic heart disease (time-to-event),EFO_1001375
PGS000963,0.8484848484848485,224,264,0,0,Follicular cysts of skin and subcutaneous tissue (time-to-event),EFO_1001329
PGS000964,0.7872340425531915,37,47,0,0,Slipped disc,EFO_1001317
PGS000965,0.9448732083792724,4285,4535,0,0,Hypothyroidism/myxoedema,EFO_1001055
PGS000966,0.0,0,1,0,0,Iritis,EFO_1000997
PGS000967,0.8958990536277602,568,634,0,0,Coxarthrosis [arthrosis of hip] (time-to-event),EFO_1000786
PGS000969,0.9491814554959417,34498,36345,0,0,Sitting height,EFO_0011011
PGS000972,0.8805834092980857,966,1097,0,0,Microalbumin [> 40 mg/L],EFO_0010967
PGS000976,0.4375,7,16,0,0,JCV seropositivity for Human Polyomavirus JCV,EFO_0010907
PGS000977,0.6666666666666666,2,3,0,0,MCV seropositivity for Merkel Cell Polyomavirus,EFO_0010906
PGS000978,0.9049669824863623,3152,3483,0,0,Bread intake,EFO_0010811
PGS000980,0.9213569776407093,2390,2594,0,0,Use of sun / ultraviolet protection (always),EFO_0010729
PGS000982,0.8702892199824716,993,1141,0,0,Use of sun / ultraviolet protection (never / rarely),EFO_0010729
PGS000984,0.9302043643921025,5371,5774,0,0,Frequency of playing computer games,EFO_0010724
PGS000987,0.9424568803193493,12513,13277,0,0,Mean reticulocyte volume,EFO_0010701
PGS000988,0.938195991091314,6740,7184,0,0,High light scatter reticulocyte percentage,EFO_0010700
PGS000989,0.9310510318349065,5820,6251,0,0,Reticulocyte %,EFO_0010700
PGS000990,0.8354430379746836,198,237,0,0,Retinal detachments and breaks (time-to-event),EFO_0010698
PGS000991,0.9158380681818182,2579,2816,0,0,Never eat sugar,EFO_0010158
PGS000993,0.92,3611,3925,0,0,Oily fish consumption,EFO_0010139
PGS000994,0.9176017954472587,2862,3119,0,0,Tea intake,EFO_0010091
PGS000995,0.9309831181727904,5625,6042,0,0,Dentures,EFO_0010078
PGS000996,0.8695652173913043,320,368,0,0,Diverticular disease/diverticulitis,EFO_0009959
PGS000997,0.9273927392739274,5339,5757,0,0,Diverticular disease of intestine (time-to-event),EFO_0009959
PGS000998,0.9456593770709079,22832,24144,0,0,Comparative body height at age 10,EFO_0009819
PGS000999,0.9426883535369035,12287,13034,0,0,Comparative body size at age 10,EFO_0009819
PGS001000,0.9355027279812939,9602,10264,0,0,Nap during day,EFO_0009818
PGS001001,0.9380085238279736,7263,7743,0,0,Getting up in morning,EFO_0009817
PGS001002,0.9443588426639274,33096,35046,0,0,Whole body water mass,EFO_0009805
PGS001003,0.935064935064935,7560,8085,0,0,Number of medications taken,EFO_0009803
PGS001004,0.931504221028396,4855,5212,0,0,Number of non-cancer illnesses,EFO_0009801
PGS001005,0.8916349809885932,469,526,0,0,Number of self reported cancers,EFO_0009800
PGS001006,0.9249431387414708,2440,2638,0,0,Weight change compared with 1 year ago,EFO_0009799
PGS001007,0.9367810343102931,9365,9997,0,0,Age at first sexual intercourse,EFO_0009749
PGS001008,0.9357798165137615,9792,10464,0,0,Overall health rating,EFO_0009724
PGS001009,0.9347894571038539,8902,9523,0,0,PEF,EFO_0009718
PGS001010,0.9461513049223654,14320,15135,0,0,PEF pred. ratio,EFO_0009718
PGS001011,0.6,3,5,0,0,Viral warts (time-to-event),EFO_0009662
PGS001012,0.9087018544935807,1911,2103,0,0,Number of falls in the last year,EFO_0009631
PGS001013,0.7169811320754716,38,53,0,0,Macular degeneration,EFO_0009606
PGS001014,0.782608695652174,54,69,0,0,Other disorders of pancreatic internal secretion (time-to-event),EFO_0009605
PGS001015,0.7438752783964365,334,449,0,0,Enlarged prostate,EFO_0009602
PGS001016,0.9322140873516789,7385,7922,0,0,Sensitivity / hurt feelings,EFO_0009599
PGS001017,0.918757467144564,3076,3348,0,0,Suffer from 'nerves',EFO_0009597
PGS001018,0.915521978021978,2666,2912,0,0,Attending social / leisure activities (attend any of the followings in once a week or more often: sports club  gym  pub  social club  religious group  adult edication class  or other group activity),EFO_0009592
PGS001019,0.9384737259044098,10662,11361,0,0,Attending social / leisure activities (regular attendance at a gym or sports club),EFO_0009592
PGS001020,0.9227272727272727,203,220,0,0,Attending social / leisure activities (regular attendance at an adult education class),EFO_0009592
PGS001021,0.9353647276084949,9117,9747,0,0,Feelings of worry or anxiety,EFO_0009589
PGS001022,0.930775213896811,7180,7714,0,0,Worry too long after an embarrassing experience,EFO_0009589
PGS001023,1.0,2,2,0,0,Disorders of mineral metabolism (time-to-event),EFO_0009556
PGS001024,0.8842239185750637,695,786,0,0,Hemorrhoid,EFO_0009552
PGS001025,0.6944444444444444,25,36,0,0,Nonrheumatic aortic valve disorders (time-to-event),EFO_0009531
PGS001026,0.8444444444444444,38,45,0,0,Forearm or wrist fracture,EFO_0009514
PGS001027,0.8135593220338984,96,118,0,0,Internal derangement of knee (time-to-event),EFO_0009507
PGS001028,0.7642276422764228,94,123,0,0,Diabetic eye disease,EFO_0009486
PGS001029,0.8636363636363636,19,22,0,0,Other disorders of cornea (time-to-event),EFO_0009464
PGS001030,0.7647058823529411,39,51,0,0,Pulmonary fibrosis,EFO_0009448
PGS001031,0.8174603174603174,206,252,0,0,Fibroblastic disorders (time-to-event),EFO_0009432
PGS001032,0.9316770186335404,150,161,0,0,Uterine fibroids,EFO_0000731
PGS001033,1.0,1,1,0,0,Other coagulation defects (time-to-event),EFO_0009314
PGS001034,0.9364005412719891,6228,6651,0,0,Salt added to food,EFO_0008111
PGS001036,0.7368421052631579,28,38,0,0,Epstein Barr virus nuclear antigen 1 IgG seropositivity,EFO_0009271
PGS001037,0.9401118099231307,13453,14310,0,0,Heel bone mineral density (BMD) T-score  automated,EFO_0009270
PGS001038,0.9299191374663073,8625,9275,0,0,Left heel bone mineral density (BMD) T-score  automated,EFO_0009270
PGS001039,0.9316107864246899,9086,9753,0,0,Right heel bone mineral density (BMD) T-score  automated,EFO_0009270
PGS001040,0.9049689440993789,1457,1610,0,0,Non melanoma skin cancer,EFO_0009260
PGS001041,0.9006163328197226,1169,1298,0,0,Skin cancer,EFO_0009259
PGS001042,0.911504424778761,206,226,0,0,Thyrotoxicosis [hyperthyroidism] (time-to-event),EFO_0009190
PGS001043,0.8405797101449275,58,69,0,0,Hyperthyroidism  thyrotoxicosis,EFO_0009189
PGS001044,0.8734567901234568,283,324,0,0,Glucosamine intake,EFO_0009116
PGS001045,0.4,2,5,0,0,Vitamin B9 intake,EFO_0009116
PGS001046,0.9293240395526017,5733,6169,0,0,Past tobacco smoking (Smoked at least once),EFO_0009115
PGS001047,0.9144766146993318,2053,2245,0,0,Past tobacco smoking (Smoked occasionally),EFO_0009115
PGS001048,0.8282387190684134,569,687,0,0,NSTEMI (algorithmically-defined),EFO_0008586
PGS001049,0.9213770644335892,3961,4299,0,0,Risk taking behaviour,EFO_0008579
PGS001050,0.9176090468497576,1704,1857,0,0,Diaphragmatic hernia (time-to-event),EFO_0008561
PGS001051,0.7246376811594203,50,69,0,0,Polymyalgia rheumatica,EFO_0008518
PGS001052,0.9215686274509803,5217,5661,0,0,Time spend outdoors in summer,EFO_0600081
PGS001053,0.8962548428755919,2082,2323,0,0,Time spend outdoors in winter,EFO_0600081
PGS001054,0.9269609828540569,6866,7407,0,0,Snoring,EFO_0008341
PGS001055,0.9411095554777739,10755,11428,0,0,Chronotype (morning/evening person),EFO_0008328
PGS001056,0.917255297679112,909,991,0,0,Beef intake,EFO_0008111
PGS001057,0.9303564113068414,4542,4882,0,0,Cereal consumption,EFO_0008111
PGS001058,0.8356164383561644,122,146,0,0,Cereal consumption (biscuit cereal),EFO_0008111
PGS001059,0.9004665629860031,1158,1286,0,0,Cereal consumption (other),EFO_0008111
PGS001060,0.9374064091045223,6260,6678,0,0,Cheese intake,EFO_0008111
PGS001061,0.8811059907834101,956,1085,0,0,Cooked vegetable consumption,EFO_0008111
PGS001062,0.9274136715997181,3948,4257,0,0,Fresh fruit intake,EFO_0008111
PGS001063,0.8575342465753425,626,730,0,0,Major dietary changes in the last 5 years due to illness,EFO_0008111
PGS001064,0.8362068965517241,97,116,0,0,Milk consumption (skimmed),EFO_0008111
PGS001065,0.6,3,5,0,0,Never eat wheat,EFO_0008111
PGS001066,0.9210689869484152,1482,1609,0,0,Poultry intake,EFO_0008111
PGS001067,0.9040920716112532,2121,2346,0,0,Processed meat intake,EFO_0008111
PGS001068,0.9002217294900222,1218,1353,0,0,Variation in diet,EFO_0008111
PGS001069,0.9263115738886664,4626,4994,0,0,Water intake,EFO_0008111
PGS001070,0.884090909090909,778,880,0,0,Volume of ventricular cerebrospinal fluid (normalised for head size),EFO_0008080
PGS001071,0.929961663226187,6307,6782,0,0,Facial aging  looking 'about your age',EFO_0008006
PGS001072,0.6923076923076923,27,39,0,0,Facial aging  looking 'older than you are',EFO_0008006
PGS001073,0.9017384731670446,1193,1323,0,0,Duration of walks,EFO_0008002
PGS001074,0.9227769110764431,3549,3846,0,0,Types of physical activity in last 4 weeks (other exercises),EFO_0008002
PGS001075,0.9319177173191772,7022,7535,0,0,Usual walking pace,EFO_0008002
PGS001076,0.942211255273422,11837,12563,0,0,Eosinophill %,EFO_0007991
PGS001077,0.9430051813471503,12922,13703,0,0,Neutrophill %,EFO_0007990
PGS001078,0.9368865555809176,8209,8762,0,0,Monocyte %,EFO_0007989
PGS001079,0.9420112682045285,17723,18814,0,0,Platelet distribution width,EFO_0007984
PGS001080,0.9358240972470504,5235,5594,0,0,Freq. of tiredness / lethargy in last 2 weeks,EFO_0007946
